subject,predicate,object
"kwglr:hail
kwglr:thunderstormWind
kwglr:tornado
kwglr:heavySnow
kwglr:heavyRain
kwglr:extremeColdWindChill
kwglr:waterspout
kwglr:funnelCloud
kwglr:ripCurrent
kwglr:avalanche
kwglr:highWind
kwglr:iceStorm
kwglr:blizzard
kwglr:highSurf
kwglr:flood
kwglr:wildfire
kwglr:drought
kwglr:winterStorm
kwglr:winterWeather
kwglr:denseFog
kwglr:flashFlood
kwglr:stormSurgeTide
kwglr:dustStorm
kwglr:strongWind
kwglr:excessiveHeat
kwglr:lightning
kwglr:debrisFlow
kwglr:frostFreeze
kwglr:sleet
kwglr:lake-EffectSnow
kwglr:coldWindChill
kwglr:heat
kwglr:dustDevil
kwglr:tropicalStorm
kwglr:marineThunderstormWind
kwglr:freezingFog
kwglr:marineHail
kwglr:coastalFlood
kwglr:marineHighWind
kwglr:astronomicalLowTide
kwglr:marineStrongWind
kwglr:sneakerwave
kwglr:lakeshoreFlood
kwglr:tropicalDepression
kwglr:marineTropicalStorm
kwglr:denseSmoke
kwglr:marineTropicalDepression
kwglr:hurricane
kwglr:fire
kwglr:earthquake",relatedTo,kwgl-ont:HazardType
"kwglr:NIFCWildfire
kwglr:NIFCPrescribedFire
kwglr:NIFCIncidentComplexFire
kwglr:NOAAWildfire
kwglr:MTBSPrescribedFire
kwglr:MTBSWildfire
kwglr:MTBSUnknownFire
kwglr:MTBSComplexFire
kwglr:MTBSWildlandFireUse
kwglr:MTBSOutOfAreaResponseFire",relatedTo,kwgl-ont:FireType
kwgl-ont:Tornado,relatedTo,kwgl-ont:HazardEvent
kwgl-ont:HazardEvent,"kwgl-ont:hasStartDate
kwgl-ont:hasEndDate",xsd:date
kwgl-ont:Place,"kwgl-ont:sfWithin
kwgl-ont:sfContains
kwgl-ont:sfTouches
kwgl-ont:sfOverlaps
kwgl-ont:sfIntersects",kwgl-ont:Place
kwgl-ont:HazardEvent,kwgl-ont:hasName,xsd:string
kwgl-ont:Place,"kwgl-ont:percentObese
kwgl-ont:percentBelowPovertyLine
kwgl-ont:percentDiabetic
kwgl-ont:hasPopulation
kwgl-ont:hasNumberOfHouseHolds",xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:hasKWGEntity,xsd:anyURI
"kwglr:USClimateDivision
kwglr:AdministrativeRegion_0
kwglr:AdministrativeRegion_1
kwglr:AdministrativeRegion_2
kwglr:AdministrativeRegion_3
kwglr:AdministrativeRegion_4
kwglr:AdministrativeRegion_5
kwglr:AdministrativeRegion_6
kwglr:NWZone
kwglr:USCensusMSA
kwglr:ZipCodeArea
kwglr:FederalJudicialDistrict",relatedTo,kwgl-ont:PlaceType
kwgl-ont:HazardEvent,kwgl-ont:hasImpacted,kwgl-ont:Place
kwgl-ont:Fire,relatedTo,kwgl-ont:HazardEvent
kwgl-ont:Fire,kwgl-ont:isOfFireType,"kwglr:NIFCWildfire
kwglr:NIFCPrescribedFire
kwglr:NIFCIncidentComplexFire
kwglr:NOAAWildfire
kwglr:MTBSPrescribedFire
kwglr:MTBSWildfire
kwglr:MTBSUnknownFire
kwglr:MTBSComplexFire
kwglr:MTBSWildlandFireUse
kwglr:MTBSOutOfAreaResponseFire"
